"file","id","study_type","type","authors","title","source","year","vl","no","pg","country","identifiers"
"../ALL-2015-06/A-B/Benzodiazepines for psychosis-induced aggression or agitation [v8.0-For publication].rm5","STD-Midazolam-2003_x002c_-BZ","PUB","JOURNAL_ARTICLE","Huf G, Coutinho ESF, Fagundes HM Jr, Carvalho AL, Ramos FA, Keusen AL, et al","TREC II. Current practices in managing acutely disturbed patients at three hospitals in Rio de Janeiro, Brazil","Schizophrenia Research","2002","53","3","236-7","","[{'value': ' 73085373', 'type': 'MEDLINE'}, {'value': 'PMID 4405388', 'type': 'OTHER'}]"
"../ALL-2015-06/A-B/Benzodiazepines for psychosis-induced aggression or agitation [v8.0-For publication].rm5","STD-Midazolam-2003_x002c_-BZ","PUB","JOURNAL_ARTICLE","TREC Collaborative Group","Rapid tranquillisation for agitated patients in emergency psychiatric rooms: a randomised trial of midazolam versus haloperidol plus promethazine","BMJ","2003","327","7417","708-13","","[{'value': 'EMBASE: 2003210869', 'type': 'OTHER'}]"
"../ALL-2015-06/A-B/Benzodiazepines for psychosis-induced aggression or agitation [v8.0-For publication].rm5","STD-Midazolam-2006_x002c_-AU","PUB","JOURNAL_ARTICLE","Knott JC, Taylor D, Castle DJ","Randomized clinical trial comparing intravenous midazolam and droperidol for sedation of the acutely agitated patient in the emergency department","Annals of Emergency Medicine","2006","47","1","61-7","","[]"
"../ALL-2015-06/A-B/Benzodiazepines for psychosis-induced aggression or agitation [v8.0-For publication].rm5","STD-Midazolam-2011_x002c_-BZ","PUB","JOURNAL_ARTICLE","Baldacara L, Sanches M, Cordeiro DC, Jackoswksi AP","Rapid tranquilization for agitated patients in emergency psychiatric rooms: a randomized trial of olanzapine, ziprasidone, haloperidol plus promethazine, haloperidol plus midazolam and haloperidol alone","Revista Brasileire da Psiquiatria","2011","33","1","30-9","","[]"
"../ALL-2015-06/A-B/Benzodiazepines for neuroleptic-induced tardive dyskinesia [v10.0-For publication].rm5","STD-Csernansky-1988","PUB","JOURNAL_ARTICLE","Csernanksy JG, Riney SJ, Lombrozo L, Overall JE, Hollister LE","Double-blind comparison of alprazolam, diazepam, and placebo for the treatment of negative symptoms of schizophrenia","Archives of General Psychiatry","1988","45","","655-9","","[]"
"../ALL-2015-06/A-B/Benzodiazepines for neuroleptic-induced tardive dyskinesia [v10.0-For publication].rm5","STD-Csernansky-1988","PUB","JOURNAL_ARTICLE","Csernansky JG, Tacke U, Rusen D, Hollister LE","The effect of benzodiazepines on tardive dyskinesia symptoms","Journal of Clinical Psychopharmacology","1988","8","","154-5","","[]"
"../ALL-2015-06/A-B/Benzodiazepines for neuroleptic-induced tardive dyskinesia [v10.0-For publication].rm5","STD-Weber-1983","PUB","JOURNAL_ARTICLE","Weber SR, Dufresne RL, Becker RE, Mastrati P","Diazepam in tardive dyskinesia","Drug Intelligence and Clinical Pharmacy","1983","17","","523-7","","[]"
"../ALL-2015-06/A-B/Benzodiazepines for neuroleptic-induced tardive dyskinesia [v10.0-For publication].rm5","STD-Xiang-1997","PUB","JOURNAL_ARTICLE","Xiang H, Zhen C","Clonazepam therapy of tardive dyskinesia: a double-blind trial","West China Medical Journal","1997","12","1","17-8","","[{'value': 'MEDI9704', 'type': 'OTHER'}]"
"../ALL-2015-06/A-B/Benperidol for schizophrenia [v7.0-For publication].rm5","STD-Eckmann-1984","PUB","UNPUBLISHED","Eckmann F, Weber J","A comparison between perphenazine and benperidol. A controlled double blind study","Unpublished manuscript - available from Cochrane Schizophrenia Group","1984","","","","","[]"
"../ALL-2015-06/A-B/Behavioural interventions for reducing weight gain in schizophrenia [v1.0-For publication].rm5","STD-Lifestyle_x002f_Metformin-2008","PUB","JOURNAL_ARTICLE","Wu R-R, Zhao J-P, Jin H, Shao P, Fang M-S, Guo X-F, He Y-Q, Liu Y-J, Chen J-D, Li L-H","Lifestyle intervention and metformin for treatment of antipsychotic-induced weight gain","Journal of the American Medical Association","2008","299","","185-193","","[]"
"../ALL-2015-06/A-B/Behavioural interventions for reducing weight gain in schizophrenia [v1.0-For publication].rm5","STD-Lifestyle-2003","PUB","JOURNAL_ARTICLE","Littrell KH, Hilligoss NM, Kirshner CD, Petty RG, Johnson CG","The effects of an educational intervention on antipsychotic-induced weight gain","Journal of Nursing Scholarship","2003","35","3","237-41","","[]"
"../ALL-2015-06/A-B/Behavioural interventions for reducing weight gain in schizophrenia [v1.0-For publication].rm5","STD-Lifestyle-2005a","PUB","JOURNAL_ARTICLE","Brar JS, Ganguli R, Pandina G, Turkoz I, Berry S, Mahmoud R","Effects of behavioral therapy on weight loss in overweight and obese patients with schizophrenia or schizoaffective disorder","Journal of Clinical Psychiatry","2005","66","","205-12","","[]"
"../ALL-2015-06/A-B/Behavioural interventions for reducing weight gain in schizophrenia [v1.0-For publication].rm5","STD-Lifestyle-2005b","PUB","JOURNAL_ARTICLE","Evans S, Newton R, Higgins S","Nutritional intervention to prevent weight gain in patients commenced on olanzapine: A randomized controlled trial","Australian and New Zealand Journal of Psychiatry","2005","39","","479-86","","[]"
"../ALL-2015-06/A-B/Behavioural interventions for reducing weight gain in schizophrenia [v1.0-For publication].rm5","STD-Lifestyle-2006a","PUB","JOURNAL_ARTICLE","Weber M, Wyne K","A cognitive/behavioral group intervention for weight loss in patients treated with atypical antipsychotics","Schizophrenia Research","2006","83","","95-101","","[]"
"../ALL-2015-06/A-B/Behavioural interventions for reducing weight gain in schizophrenia [v1.0-For publication].rm5","STD-Lifestyle-2006b","PUB","JOURNAL_ARTICLE","Kwon JS, Choi JS, Bahk WM, Kim CY, Kim CH, Shin YC, Park BJ, Oh CG","Weight management program for treatment-emergent weight gain in olanzapine-treated patients with schizophrenia or schizoaffective disorder: A 12-week randomized controlled clinical trial","Journal of Clinical Psychiatry","2006","67","","547-53","","[]"
"../ALL-2015-06/A-B/Behavioural interventions for reducing weight gain in schizophrenia [v1.0-For publication].rm5","STD-Lifestyle-2006c","PUB","JOURNAL_ARTICLE","Alvarez-Jimenez M, Gonzalez-Blanch C, Vazquez-Barquero JL, Perez-Iglesias R, Martinez-Garcia O, Perez-Pardal T, Ramirez-Bonilla ML, Crespo-Facorro B","Attenuation of antipsychotic-induced weight gain with early behavioral intervention in drug-naive first-episode psychosis patients: A randomized controlled trial","Journal of Clinical Psychiatry","2006","67","","1253-260","","[]"
"../ALL-2015-06/A-B/Behavioural interventions for reducing weight gain in schizophrenia [v1.0-For publication].rm5","STD-Lifestyle-2006d","PUB","JOURNAL_ARTICLE","McKibbin CL, Patterson TL, Norman G, Patrick K, Jin H, Roesch S, Mudalier S, Barrio C, O'Hanlon K, Griver K, Sirkin A, Jeste DV","A lifestyle intervention for older schizophrenia patients with diabetes mellitus: A randomized controlled trial","Schizophrenia Research","2006","86","","36-44","","[]"
"../ALL-2015-06/A-B/Behavioural interventions for reducing weight gain in schizophrenia [v1.0-For publication].rm5","STD-Lifestyle-2006e","PUB","JOURNAL_ARTICLE","Scocco P, Longo R, Caon F","Weight change in treatment with olanzapine and a psychoeducational approach","Eating Behaviors","2006","7","","115-124","","[]"
"../ALL-2015-06/A-B/Behavioural interventions for reducing weight gain in schizophrenia [v1.0-For publication].rm5","STD-Lifestyle-2007a","PUB","JOURNAL_ARTICLE","Khazaal Y//Fresard E//Rabia S//Chatton A//Rothen S//Pomini V//Grasset F//Borgeat F//Zullino D","Cognitive behavioural therapy for weight gain associated with antipsychotic drugs","Schizophrenia Research","2007","91","1-3","169-77","Netherlands","[{'value': '2007106697', 'type': 'EMBASE'}, {'value': '17306507', 'type': 'MEDLINE'}]"
"../ALL-2015-06/A-B/Behavioural interventions for reducing weight gain in schizophrenia [v1.0-For publication].rm5","STD-Lifestyle-2007b","PUB","JOURNAL_ARTICLE","Wu M-K//Wang C-K//Bai YM//Huang C-Y//Lee S-D","Outcomes of obese, clozapine-treated inpatients with schizophrenia placed on a six-month diet and physical activity program","Psychiatric Services","2007","58","4","544-50","United States","[{'value': '2009553619', 'type': 'OTHER', 'othertype': 'CINAHL'}, {'value': '17412858', 'type': 'MEDLINE'}, {'value': '2007-07344-013', 'type': 'OTHER', 'othertype': 'PSYCINFO'}]"
"../ALL-2015-06/A-B/Behavioural interventions for reducing weight gain in schizophrenia [v1.0-For publication].rm5","STD-Lifestyle-2007c","PUB","JOURNAL_ARTICLE","Jean-Baptiste M, Tek C, Liskov E, Chakunta UR, Nicholls S, Hassan AQ, Brownell KD, Wexler BE","A pilot study of a weight management program with food provision in schizophrenia","Schizophrenia Research","2007","96","","198-205","","[]"
"../ALL-2015-06/A-B/Ayurvedic medicine for schizophrenia [v5.0-For publication].rm5","STD-Mahal-1976","PUB","JOURNAL_ARTICLE","Mahal AS, Ramu NG, Chaturvedi DD","Double blind controlled study of brahmyadiyoga and tagara in the management of various types of unmada (schizophrenia)","Indian Journal of Psychiatry","1976","18","4","283-92","","[{'value': 'EMBASE 1978204625', 'type': 'OTHER'}]"
"../ALL-2015-06/A-B/Ayurvedic medicine for schizophrenia [v5.0-For publication].rm5","STD-Mahal-1976","PUB","BOOK_SECTION","Ramu MG, Chaturvedi DD, Venkataram BS, Shankara MR, Leelavathy S, Janakiramiah N, Mukundan H, Thomas KM, Ramachandra M, Mahal AS, Murthy NSN, Devidas KV","A double blind controlled study on the role of Brahmyadiyoga and Tagara in Navonmada (acute schizophrenia)","Ayurvedic Management of Unmada (Schizophrenia)","1999","","","59-76","New Delhi","[]"
"../ALL-2015-06/A-B/Ayurvedic medicine for schizophrenia [v5.0-For publication].rm5","STD-Ramu-1992","PUB","BOOK_SECTION","Ramu MG, Chaturvedi DD, Venkataram BS, Shankara MR, Leelavathy S, Janakiramiah N, Mukundan H, Thomas KM, Ramachandra M, Mahal AS, Murthy NSN, Devidas KV","A controlled study on the role of classical Ayurvedic treatment in acutely ill patients with Unmada (schizophrenia)","Ayurvedic Management of Unmada (Schizophrenia)","1999","","","89-100","New Delhi","[]"
"../ALL-2015-06/A-B/Ayurvedic medicine for schizophrenia [v5.0-For publication].rm5","STD-Ramu-1992","PUB","JOURNAL_ARTICLE","Ramu MG, Venkataram BS, Mukundan H, Shankara MR, Leelavathy S, Janakiramaiah N","A controlled study of ayurvedic treatment in the acutely ill patients with schizophrenia (unmada) - rationale and results","Nimhans Journal","1992","10","1","1-16","","[]"
"../ALL-2015-06/A-B/Ayurvedic medicine for schizophrenia [v5.0-For publication].rm5","STD-Ramu-1999","PUB","BOOK_SECTION","Ramu MG, Chaturvedi DD, Venkataram BS, Shankara MR, Leelavathy S, Janakiramiah N, Mukundan H, Thomas KM, Ramachandra M, Mahal AS, Murthy NSN, Devidas KV","A double blind controlled study on the role of Brahmyadiyoga and Tagara in Jirnomada ( chronic schizophrenia)","Ayurvedic Management of Unmada (Schizophrenia)","1999","","","77-88","New Delhi","[]"
"../ALL-2015-06/A-B/Atypical antipsychotics for psychosis in adolescents [v2.0-For publication].rm5","STD-Aranda-2007","PUB","JOURNAL_ARTICLE","Aranda OR, Zabala A, Bombn I, Burdalo M, Sancho AR, Moreno D, et al","Quetiapine and olanzapine cognitive efficacy in adolescents with early onset psychosis","Schizophrenia Bulletin","2007","33","2","456","England","[{'value': '', 'type': 'MEDLINE'}, {'value': '', 'type': 'OTHER'}]"
"../ALL-2015-06/A-B/Atypical antipsychotics for psychosis in adolescents [v2.0-For publication].rm5","STD-Aranda-2007","PUB","JOURNAL_ARTICLE","Parellada MJ, Moreno D, Ruiz-Sancho A, Medina O, Arango C","Open-label randomized trial comparing the efficacy and tolerability of quetiapine and olanzapine in first episode psychosis in adolescents","Journal of the European College of Neuropsychopharmacology","2006","16","Suppl 4","S377","","[{'value': '', 'type': 'MEDLINE'}, {'value': 'P.3.a.025', 'type': 'OTHER'}]"
"../ALL-2015-06/A-B/Atypical antipsychotics for psychosis in adolescents [v2.0-For publication].rm5","STD-Aranda-2007","PUB","JOURNAL_ARTICLE","Robles O, Zabala A, Parellada MJ, Ruiz A, Moreno MD, Burdalo MT, et al","Cognitive efficacy of quetiapine and olanzapine in early onset first episode psychosis","Journal of the European College of Neuropsychopharmacology","2006","16","Suppl 4","S381","","[{'value': '', 'type': 'MEDLINE'}, {'value': 'P.3.a.032', 'type': 'OTHER'}]"
"../ALL-2015-06/A-B/Atypical antipsychotics for psychosis in adolescents [v2.0-For publication].rm5","STD-DelBello-2008","PUB","JOURNAL_ARTICLE","DelBello MP, Versavel M, Ice K, Keller D, Miceli J","Tolerability of oral ziprasidone in children and adolescents with bipolar mania, schizophrenia, or schizoaffective disorder","Journal of Child and Adolescent Psychopharmacology","2008","18","5","491-9","","[{'value': '18928413', 'type': 'PUBMED'}]"
"../ALL-2015-06/A-B/Atypical antipsychotics for psychosis in adolescents [v2.0-For publication].rm5","STD-DelBello-2008","PUB","CONFERENCE_PROC","DelBello MP, Versavel M, Ice K, Keller D, Miceli J","Ziprasidone dosing study in pediatric patients with bipolar disorder, schizophrenia or schizoaffective disorder","13th Biennial Winter Workshop on Schizophrenia Research, 2006 February 4-10, Davos, Switzerland","","","","","","[{'value': '', 'type': 'MEDLINE'}, {'value': '8894', 'type': 'OTHER'}]"
"../ALL-2015-06/A-B/Atypical antipsychotics for psychosis in adolescents [v2.0-For publication].rm5","STD-Findling-2008","PUB","JOURNAL_ARTICLE","Carson WH, Nyilas M, Forbes RA, Pikalov A, McQuade RD, Owen R, et al","A 6-week study of the efficacy and tolerability of aripiprazole in pediatric patients with schizophrenia","Schizophrenia Research","2008","98","","41-2","","[{'value': '', 'type': 'MEDLINE'}, {'value': '8894', 'type': 'OTHER'}]"
"../ALL-2015-06/A-B/Atypical antipsychotics for psychosis in adolescents [v2.0-For publication].rm5","STD-Findling-2008","PUB","CONFERENCE_PROC","Carson WH, Nyilas M, Forbes RA, Pikatov A, McQuade RD, Owen R, et al","A 6-week study of the efficacy and tolerability of aripiprazole in pediatric patients with schizophrenia","14th Biennial Winter Workshop on Schizophrenia and Bipolar Disorders, 2008 February 3-7, Montreux, Switzerland","","","","","","[{'value': '', 'type': 'MEDLINE'}, {'value': '8894', 'type': 'OTHER'}]"
"../ALL-2015-06/A-B/Atypical antipsychotics for psychosis in adolescents [v2.0-For publication].rm5","STD-Findling-2008","PUB","JOURNAL_ARTICLE","Findling RL, Robb A, Nyilas M, Forbes RA, Jin N, Ivanova S, et al","A multiple-center, randomized, double-blind, placebo-controlled study of oral aripiprazole for treatment of adolescents with schizophrenia","The American Journal of Psychiatry","2008","165","11","1432-41","","[{'value': '18765484', 'type': 'PUBMED'}]"
"../ALL-2015-06/A-B/Atypical antipsychotics for psychosis in adolescents [v2.0-For publication].rm5","STD-Findling-2008","PUB","CONFERENCE_PROC","Nyilas M, Findling RL, Johnson B, Forbes RA, Pikalov A, Marcus R, et al","Efficacy and tolerability of aripiprazole in adolescents with schizophrenia","46th Annual Meeting of the American College of Neuropsychopharmacology, 2007 December 9-13, Boca Raton, Florida, USA","","","","","","[{'value': '', 'type': 'MEDLINE'}, {'value': '8894', 'type': 'OTHER'}]"
"../ALL-2015-06/A-B/Atypical antipsychotics for psychosis in adolescents [v2.0-For publication].rm5","STD-Findling-2008","PUB","OTHER","Otsuka Pharmaceutical Development & Commercialization Inc","Aripiprazole in adolescents with schizophrenia, 2005","http:www.clinicaltrials.gov","","","","","","[{'value': '', 'type': 'MEDLINE'}, {'value': '', 'type': 'OTHER'}]"
"../ALL-2015-06/A-B/Atypical antipsychotics for psychosis in adolescents [v2.0-For publication].rm5","STD-Haas-2009","PUB","JOURNAL_ARTICLE","Haas M, Eerdekens M, Kushner S, Singer J, Augustyns I, Quiroz J, et al","Efficacy, safety and tolerability of two dosing regimens in adolescent schizophrenia: double-blind study","The British Journal of Psychiatry","2009","194","2","158-64","","[{'value': '19182179', 'type': 'PUBMED'}]"
"../ALL-2015-06/A-B/Atypical antipsychotics for psychosis in adolescents [v2.0-For publication].rm5","STD-Huo-2007","PUB","JOURNAL_ARTICLE","Huo W-H, Ma Y-B, Li G-Z","A controlled study of risperidone in child schizophrenia","Medical Journal of Chinese People's Health [中国民康医学]","2007","19","11","472-3","","[{'value': 'Academic Journals', 'type': 'OTHER', 'othertype': 'CHINESE'}, {'value': '', 'type': 'MEDLINE'}]"
