"file","id","modified","result","result_description","rob_name","rob_id","rob_description","group_id","group_name"
"../ALL-2015-06/A-B/Benzodiazepines for schizophrenia [v5.4-For publication].rm5","STD-Foster-1997","2011-05-18 14:21:19 +0100","YES","“Double-blind”. “All raters were unaware of the specific medication received by the patient.”  Raters were trained by the first author of the trial, and “periodic calibration training sessions were conducted to control for rater drift. Initial training was continued until raters agreed on item scores at least 90% of the time.”","Blinding of outcome assessment (detection bias)","QIT-08","Detection bias due to knowledge of the allocated interventions by outcome assessors","QIG-08.01","All outcomes"
"../ALL-2015-06/A-B/Benzodiazepines for schizophrenia [v5.4-For publication].rm5","STD-Foster-1997","2011-10-13 05:57:34 +0100","YES","No participant left the trial early.","Incomplete outcome data (attrition bias)","QIT-04","Attrition bias due to amount, nature or handling of incomplete outcome data","QIG-04.02","All outcomes"
"../ALL-2015-06/A-B/Benzodiazepines for schizophrenia [v5.4-For publication].rm5","STD-Foster-1997","2011-10-08 15:21:20 +0100","YES","The outcomes that are of interest in the review have been reported in the pre-specific way with the exception of adverse effects, which were not fully addressed.","Selective reporting (reporting bias)","QIT-05","Reporting bias due to selective outcome reporting","",""
"../ALL-2015-06/A-B/Benzodiazepines for schizophrenia [v5.4-For publication].rm5","STD-Foster-1997","2011-10-13 05:26:27 +0100","NO","Baseline-imbalance regarding the diagnosis randomised to the both different treatment groups.","Other bias","QIT-06","Bias due to problems not covered elsewhere in the table","",""
"../ALL-2015-06/A-B/Benzodiazepines for schizophrenia [v5.4-For publication].rm5","STD-Garza_x002d_Trevino-1989","2011-05-18 14:21:40 +0100","UNKNOWN","Randomly assigned; no further details.","Random sequence generation (selection bias)","QIT-01","Selection bias (biased allocation to interventions) due to inadequate generation of a randomised sequence","",""
"../ALL-2015-06/A-B/Benzodiazepines for schizophrenia [v5.4-For publication].rm5","STD-Garza_x002d_Trevino-1989","2011-05-18 14:21:41 +0100","UNKNOWN","No further details.","Allocation concealment (selection bias)","QIT-02","Selection bias (biased allocation to interventions) due to inadequate concealment of allocations prior to assignment","",""
"../ALL-2015-06/A-B/Benzodiazepines for schizophrenia [v5.4-For publication].rm5","STD-Garza_x002d_Trevino-1989","2012-09-03 15:44:19 +0100","NO","Non-blind.","Blinding of participants and personnel (performance bias)","QIT-07","Performance bias due to knowledge of the allocated interventions by participants and personnel during the study","QIG-07.01","All outcomes"
"../ALL-2015-06/A-B/Benzodiazepines for schizophrenia [v5.4-For publication].rm5","STD-Garza_x002d_Trevino-1989","2012-09-03 15:44:19 +0100","NO","Non-blind.","Blinding of outcome assessment (detection bias)","QIT-08","Detection bias due to knowledge of the allocated interventions by outcome assessors","QIG-08.01","All outcomes"
"../ALL-2015-06/A-B/Benzodiazepines for schizophrenia [v5.4-For publication].rm5","STD-Garza_x002d_Trevino-1989","2011-10-13 05:57:40 +0100","YES","No participant left the trial early.","Incomplete outcome data (attrition bias)","QIT-04","Attrition bias due to amount, nature or handling of incomplete outcome data","QIG-04.02","All outcomes"
"../ALL-2015-06/A-B/Benzodiazepines for schizophrenia [v5.4-For publication].rm5","STD-Garza_x002d_Trevino-1989","2012-04-20 10:17:30 +0100","UNKNOWN","The outcomes that are of interest in the review have been reported in the pre-specific way. No information regarding adverse effects available.","Selective reporting (reporting bias)","QIT-05","Reporting bias due to selective outcome reporting","",""
"../ALL-2015-06/A-B/Benzodiazepines for schizophrenia [v5.4-For publication].rm5","STD-Garza_x002d_Trevino-1989","2012-04-20 10:16:41 +0100","UNKNOWN","Baseline-imbalance concerning sex-distribution.","Other bias","QIT-06","Bias due to problems not covered elsewhere in the table","",""
"../ALL-2015-06/A-B/Benzodiazepines for schizophrenia [v5.4-For publication].rm5","STD-Gundlach-1966","2011-05-18 14:22:07 +0100","UNKNOWN","Randomly assigned; no further details.","Random sequence generation (selection bias)","QIT-01","Selection bias (biased allocation to interventions) due to inadequate generation of a randomised sequence","",""
"../ALL-2015-06/A-B/Benzodiazepines for schizophrenia [v5.4-For publication].rm5","STD-Gundlach-1966","2011-05-18 14:22:07 +0100","UNKNOWN","No further details.","Allocation concealment (selection bias)","QIT-02","Selection bias (biased allocation to interventions) due to inadequate concealment of allocations prior to assignment","",""
"../ALL-2015-06/A-B/Benzodiazepines for schizophrenia [v5.4-For publication].rm5","STD-Gundlach-1966","2012-09-03 15:44:19 +0100","YES","“Double-blind”. “Placebo was matched in appearance.” “The psychiatrists, social workers and other personnel dealing with the patients did not have access the code indicating which patients were treated with diazepam and which with placebo.”","Blinding of participants and personnel (performance bias)","QIT-07","Performance bias due to knowledge of the allocated interventions by participants and personnel during the study","QIG-07.01","All outcomes"
"../ALL-2015-06/A-B/Benzodiazepines for schizophrenia [v5.4-For publication].rm5","STD-Gundlach-1966","2011-10-13 05:27:49 +0100","UNKNOWN","“Double-blind”; no further details.","Blinding of outcome assessment (detection bias)","QIT-08","Detection bias due to knowledge of the allocated interventions by outcome assessors","QIG-08.01","All outcomes"
"../ALL-2015-06/A-B/Benzodiazepines for schizophrenia [v5.4-For publication].rm5","STD-Gundlach-1966","2012-07-26 16:17:06 +0100","NO","The attrition was high (32.7% in the benzodiazepine group and 37.5% in the placebo group).","Incomplete outcome data (attrition bias)","QIT-04","Attrition bias due to amount, nature or handling of incomplete outcome data","QIG-04.02","All outcomes"
"../ALL-2015-06/A-B/Benzodiazepines for schizophrenia [v5.4-For publication].rm5","STD-Gundlach-1966","2011-05-18 14:22:15 +0100","NO","The outcomes that are of interest in the review were not fully addressed.","Selective reporting (reporting bias)","QIT-05","Reporting bias due to selective outcome reporting","",""
"../ALL-2015-06/A-B/Benzodiazepines for schizophrenia [v5.4-For publication].rm5","STD-Gundlach-1966","2011-10-13 05:28:19 +0100","NO","The drop-out rate mentioned in the text differs from the drop-out rate presented in the tables of the publication.","Other bias","QIT-06","Bias due to problems not covered elsewhere in the table","",""
"../ALL-2015-06/A-B/Benzodiazepines for schizophrenia [v5.4-For publication].rm5","STD-Guz-1972","2011-05-18 14:22:34 +0100","UNKNOWN","Randomly assigned; no further details.","Random sequence generation (selection bias)","QIT-01","Selection bias (biased allocation to interventions) due to inadequate generation of a randomised sequence","",""
"../ALL-2015-06/A-B/Benzodiazepines for schizophrenia [v5.4-For publication].rm5","STD-Guz-1972","2011-05-18 14:22:34 +0100","UNKNOWN","No further details.","Allocation concealment (selection bias)","QIT-02","Selection bias (biased allocation to interventions) due to inadequate concealment of allocations prior to assignment","",""
"../ALL-2015-06/A-B/Benzodiazepines for schizophrenia [v5.4-For publication].rm5","STD-Guz-1972","2011-05-18 14:22:34 +0100","UNKNOWN","“Double-blind”, no further details.","Blinding of participants and personnel (performance bias)","QIT-07","Performance bias due to knowledge of the allocated interventions by participants and personnel during the study","QIG-07.01","All outcomes"
"../ALL-2015-06/A-B/Benzodiazepines for schizophrenia [v5.4-For publication].rm5","STD-Guz-1972","2011-05-18 14:22:34 +0100","UNKNOWN","“Double-blind”, no further details.","Blinding of outcome assessment (detection bias)","QIT-08","Detection bias due to knowledge of the allocated interventions by outcome assessors","QIG-08.01","All outcomes"
"../ALL-2015-06/A-B/Benzodiazepines for schizophrenia [v5.4-For publication].rm5","STD-Guz-1972","2011-10-13 05:57:45 +0100","YES","No participant left the trial early.","Incomplete outcome data (attrition bias)","QIT-04","Attrition bias due to amount, nature or handling of incomplete outcome data","QIG-04.02","All outcomes"
"../ALL-2015-06/A-B/Benzodiazepines for schizophrenia [v5.4-For publication].rm5","STD-Guz-1972","2011-05-18 14:22:40 +0100","NO","The outcomes that are of interest in the review were not fully addressed (e.g. SDs are missing).","Selective reporting (reporting bias)","QIT-05","Reporting bias due to selective outcome reporting","",""
"../ALL-2015-06/A-B/Benzodiazepines for schizophrenia [v5.4-For publication].rm5","STD-Guz-1972","2011-05-18 14:22:34 +0100","UNKNOWN","Insufficient information to assess whether an important risk of bias exists.","Other bias","QIT-06","Bias due to problems not covered elsewhere in the table","",""
"../ALL-2015-06/A-B/Benzodiazepines for schizophrenia [v5.4-For publication].rm5","STD-Hankoff-1962","2011-05-18 14:23:21 +0100","UNKNOWN","Randomly assigned; no further details.","Random sequence generation (selection bias)","QIT-01","Selection bias (biased allocation to interventions) due to inadequate generation of a randomised sequence","",""
"../ALL-2015-06/A-B/Benzodiazepines for schizophrenia [v5.4-For publication].rm5","STD-Hankoff-1962","2011-05-18 14:23:21 +0100","UNKNOWN","No further details.","Allocation concealment (selection bias)","QIT-02","Selection bias (biased allocation to interventions) due to inadequate concealment of allocations prior to assignment","",""
"../ALL-2015-06/A-B/Benzodiazepines for schizophrenia [v5.4-For publication].rm5","STD-Hankoff-1962","2011-05-18 14:23:23 +0100","YES","“Double-blind”; “All the drugs and their placebos were administered in pink No. 2 capsules.”","Blinding of participants and personnel (performance bias)","QIT-07","Performance bias due to knowledge of the allocated interventions by participants and personnel during the study","QIG-07.01","All outcomes"
"../ALL-2015-06/A-B/Benzodiazepines for schizophrenia [v5.4-For publication].rm5","STD-Hankoff-1962","2011-05-18 14:23:21 +0100","UNKNOWN","“Double-blind”; no further details.","Blinding of outcome assessment (detection bias)","QIT-08","Detection bias due to knowledge of the allocated interventions by outcome assessors","QIG-08.01","All outcomes"
"../ALL-2015-06/A-B/Benzodiazepines for schizophrenia [v5.4-For publication].rm5","STD-Hankoff-1962","2012-07-26 16:19:37 +0100","UNKNOWN","With 23.2% the attrition was rather high. The authors provided a completer analysis.","Incomplete outcome data (attrition bias)","QIT-04","Attrition bias due to amount, nature or handling of incomplete outcome data","QIG-04.02","All outcomes"
"../ALL-2015-06/A-B/Benzodiazepines for schizophrenia [v5.4-For publication].rm5","STD-Hankoff-1962","2011-05-18 14:23:33 +0100","NO","The outcomes that are of interest in the review were not fully addressed.","Selective reporting (reporting bias)","QIT-05","Reporting bias due to selective outcome reporting","",""
"../ALL-2015-06/A-B/Benzodiazepines for schizophrenia [v5.4-For publication].rm5","STD-Hankoff-1962","2012-04-20 10:20:24 +0100","UNKNOWN","“Certain variations in the composition of the groups emerged.”","Other bias","QIT-06","Bias due to problems not covered elsewhere in the table","",""
"../ALL-2015-06/A-B/Benzodiazepines for schizophrenia [v5.4-For publication].rm5","STD-Hanlon-1969","2011-05-18 14:23:51 +0100","UNKNOWN","Randomly assigned “within sex”; no further details.","Random sequence generation (selection bias)","QIT-01","Selection bias (biased allocation to interventions) due to inadequate generation of a randomised sequence","",""
"../ALL-2015-06/A-B/Benzodiazepines for schizophrenia [v5.4-For publication].rm5","STD-Hanlon-1969","2011-05-18 14:23:51 +0100","UNKNOWN","No further details.","Allocation concealment (selection bias)","QIT-02","Selection bias (biased allocation to interventions) due to inadequate concealment of allocations prior to assignment","",""
